6	25223000	25224000	6	25490000	25491000
6	25224000	25225000	6	25556000	25557000
6	25265000	25266000	6	25602000	25603000
6	25279000	25280000	6	25602000	25603000
6	25279000	25280000	6	25490000	25491000
6	25266000	25267000	6	25490000	25491000
6	26027000	26028000	6	26055000	26056000
6	26033000	26034000	6	26055000	26056000
6	26022000	26023000	6	26104000	26105000
6	26027000	26028000	6	26104000	26105000
6	26033000	26034000	6	26104000	26105000
6	26021000	26022000	6	26123000	26124000
6	26027000	26028000	6	26123000	26124000
6	26032000	26033000	6	26123000	26124000
6	26056000	26057000	6	26123000	26124000
6	26056000	26057000	6	26103000	26104000
6	26021000	26022000	6	26157000	26158000
6	26028000	26029000	6	26157000	26158000
6	26033000	26034000	6	26157000	26158000
6	26056000	26057000	6	26157000	26158000
6	26104000	26105000	6	26157000	26158000
6	26124000	26125000	6	26157000	26158000
6	26124000	26125000	6	26183000	26184000
6	26124000	26125000	6	26189000	26190000
6	26124000	26125000	6	26198000	26199000
6	26124000	26125000	6	26205000	26206000
6	26028000	26029000	6	26198000	26199000
6	26032000	26033000	6	26198000	26199000
6	26033000	26034000	6	26204000	26205000
6	26056000	26057000	6	26204000	26205000
6	26056000	26057000	6	26199000	26200000
6	26033000	26034000	6	26183000	26184000
6	26033000	26034000	6	26188000	26189000
6	26028000	26029000	6	26188000	26189000
6	26028000	26029000	6	26183000	26184000
6	26125000	26126000	6	26172000	26173000
6	26066000	26067000	6	26097000	26098000
6	26104000	26105000	6	26123000	26124000
6	25720000	25721000	6	25890000	25891000
6	25788000	25789000	6	25891000	25892000
6	25720000	25721000	6	25942000	25943000
6	25789000	25790000	6	26003000	26004000
6	25721000	25722000	6	26003000	26004000
6	26285000	26286000	6	27146000	27147000
6	26271000	26272000	6	27133000	27134000
6	26285000	26286000	6	27132000	27133000
6	26251000	26252000	6	27146000	27147000
6	26251000	26252000	6	27133000	27134000
6	26224000	26225000	6	27147000	27148000
6	26217000	26218000	6	27146000	27147000
6	26205000	26206000	6	27146000	27147000
6	26198000	26199000	6	27146000	27147000
6	26157000	26158000	6	27146000	27147000
6	26124000	26125000	6	27146000	27147000
6	26123000	26124000	6	27132000	27133000
6	26157000	26158000	6	27133000	27134000
6	26216000	26217000	6	27133000	27134000
6	26224000	26225000	6	27133000	27134000
6	26205000	26206000	6	27134000	27135000
6	26199000	26200000	6	27133000	27134000
6	26285000	26286000	6	27140000	27141000
6	26251000	26252000	6	27138000	27139000
6	26272000	26273000	6	27138000	27139000
6	26312000	26313000	6	26537000	26538000
6	26312000	26313000	6	26521000	26522000
6	26322000	26323000	6	26538000	26539000
6	26327000	26328000	6	26538000	26539000
