5	157817000	157818000	5	157916000	157917000
5	158173000	158174000	5	159106000	159107000
5	158174000	158175000	5	159131000	159132000
5	157269000	157270000	5	157502000	157503000
5	157270000	157271000	5	157539000	157540000
5	157270000	157271000	5	157573000	157574000
5	157271000	157272000	5	157598000	157599000
5	157328000	157329000	5	157719000	157720000
5	157327000	157328000	5	157740000	157741000
5	157341000	157342000	5	157741000	157742000
5	157431000	157432000	5	157741000	157742000
5	157597000	157598000	5	157728000	157729000
5	158075000	158076000	5	159105000	159106000
5	158075000	158076000	5	159132000	159133000
5	157464000	157465000	5	157729000	157730000
5	157486000	157487000	5	157730000	157731000
5	157501000	157502000	5	157729000	157730000
5	157541000	157542000	5	157729000	157730000
5	157573000	157574000	5	157730000	157731000
5	157519000	157520000	5	157729000	157730000
5	157502000	157503000	5	157859000	157860000
5	157520000	157521000	5	157859000	157860000
5	157541000	157542000	5	157859000	157860000
5	157597000	157598000	5	157858000	157859000
5	157668000	157669000	5	157740000	157741000
5	157267000	157268000	5	157859000	157860000
5	157268000	157269000	5	157725000	157726000
5	157502000	157503000	5	157596000	157597000
5	157501000	157502000	5	157569000	157570000
5	157668000	157669000	5	157726000	157727000
5	157730000	157731000	5	157859000	157860000
5	157327000	157328000	5	157477000	157478000
5	157342000	157343000	5	157476000	157477000
5	158955000	158956000	5	159097000	159098000
5	158750000	158751000	5	159103000	159104000
5	158820000	158821000	5	159101000	159102000
5	158877000	158878000	5	159100000	159101000
5	158848000	158849000	5	159101000	159102000
5	158779000	158780000	5	159101000	159102000
5	159158000	159159000	5	159316000	159317000
5	158696000	158697000	5	158953000	158954000
5	158751000	158752000	5	158954000	158955000
5	158777000	158778000	5	158953000	158954000
5	158816000	158817000	5	158954000	158955000
5	158848000	158849000	5	158954000	158955000
5	158878000	158879000	5	158954000	158955000
5	158956000	158957000	5	159050000	159051000
5	158956000	158957000	5	159033000	159034000
5	158878000	158879000	5	159035000	159036000
5	158877000	158878000	5	159052000	159053000
5	158820000	158821000	5	159051000	159052000
5	158819000	158820000	5	159033000	159034000
5	158696000	158697000	5	159033000	159034000
5	158697000	158698000	5	159054000	159055000
5	158751000	158752000	5	159034000	159035000
5	158750000	158751000	5	159059000	159060000
5	158776000	158777000	5	159035000	159036000
5	158778000	158779000	5	159056000	159057000
5	158694000	158695000	5	158875000	158876000
5	158752000	158753000	5	158873000	158874000
5	158777000	158778000	5	158874000	158875000
5	158820000	158821000	5	158875000	158876000
5	157430000	157431000	5	157716000	157717000
5	157430000	157431000	5	157475000	157476000
5	157462000	157463000	5	157596000	157597000
5	157462000	157463000	5	157569000	157570000
5	157540000	157541000	5	157742000	157743000
5	157573000	157574000	5	157742000	157743000
5	157596000	157597000	5	157742000	157743000
5	157501000	157502000	5	157742000	157743000
5	157464000	157465000	5	157740000	157741000
5	158695000	158696000	5	159106000	159107000
5	158694000	158695000	5	159133000	159134000
5	158751000	158752000	5	158820000	158821000
5	158775000	158776000	5	158820000	158821000
5	157502000	157503000	5	157540000	157541000
5	157502000	157503000	5	157518000	157519000
5	157145000	157146000	5	157473000	157474000
5	157141000	157142000	5	157731000	157732000
5	158954000	158955000	5	159207000	159208000
5	158955000	158956000	5	159179000	159180000
5	158818000	158819000	5	159206000	159207000
5	158848000	158849000	5	159204000	159205000
5	158876000	158877000	5	159205000	159206000
5	157761000	157762000	5	159130000	159131000
5	157816000	157817000	5	159130000	159131000
5	158075000	158076000	5	158691000	158692000
5	158172000	158173000	5	158691000	158692000
5	159285000	159286000	5	159915000	159916000
5	159331000	159332000	5	159914000	159915000
5	159442000	159443000	5	159914000	159915000
5	159515000	159516000	5	159915000	159916000
5	159515000	159516000	5	159985000	159986000
5	159442000	159443000	5	159986000	159987000
5	159330000	159331000	5	159985000	159986000
5	159284000	159285000	5	159985000	159986000
5	159155000	159156000	5	159986000	159987000
5	159155000	159156000	5	159915000	159916000
5	157272000	157273000	5	159201000	159202000
5	157575000	157576000	5	159202000	159203000
5	157599000	157600000	5	159201000	159202000
5	157731000	157732000	5	159203000	159204000
5	157858000	157859000	5	159203000	159204000
5	157859000	157860000	5	159264000	159265000
5	157860000	157861000	5	159454000	159455000
